timestamp_ms,rss_bytes,process_cpu_time_s,minor_faults,major_faults,jitter_min_ns,jitter_avg_ns,jitter_max_ns,rt_loop_cpu_time_s,rx_bytes_per_s,tx_bytes_per_s,rt_nr_switches,rt_nr_voluntary_switches,rt_nr_involuntary_switches
1769784669602,23384064,179.760000,1545,0,363,2560,618912 ,,924955.417,126476.381,138096,133786,4310
1769784670644,23384064,181.870000,1545,0,362,943,6434 ,,454729.317,123171.043,139670,135311,4359
1769784671685,23384064,183.980000,1545,0,383,2922,659127 ,,644234.555,116764.147,141244,136835,4409
1769784672732,23384064,186.090000,1545,0,382,1713,575290 ,,462725.278,116052.736,142826,138370,4456
1769784673777,23384064,188.220000,1545,0,382,1020,7536 ,,542947.848,121170.910,144397,139892,4505
1769784674820,23384064,190.340000,1545,0,392,1007,7656 ,,427979.420,117543.447,145972,141420,4552
1769784675861,23384064,192.460000,1545,0,403,973,6254 ,,716721.152,126697.683,147553,142950,4603
1769784676904,23384064,194.570000,1545,0,363,1586,604124 ,,410693.235,124150.125,149155,144499,4656
1769784677945,23384064,196.700000,1545,0,392,2216,1502578 ,,142969.351,117436.742,150754,146045,4709
1769784678990,23388160,198.810000,1546,0,393,5988,2328756 ,,114165.310,118430.461,152349,147588,4761
1769784680031,23388160,200.930000,1546,0,383,5072,2383609 ,,171158.274,115863.925,153943,149133,4810
1769784681073,23388160,203.030000,1546,0,383,3840,2229882 ,,143769.249,116020.957,155551,150680,4871
1769784682117,23392256,205.150000,1547,0,393,7390,2270448 ,,200115.916,120530.087,157135,152214,4921
1769784683159,23392256,207.250000,1547,0,392,802,15341 ,,143213.699,115276.822,158743,153769,4974
1769784684200,23392256,209.360000,1547,0,362,774,5793 ,,154150.482,118272.416,160344,155321,5023
1769784685247,23392256,211.480000,1547,0,383,3303,2587220 ,,157506.747,116236.498,161947,156876,5071
1769784686291,23392256,213.620000,1547,0,363,760,4620 ,,210790.578,117908.961,163555,158434,5121
1769784687347,23392256,215.730000,1547,0,382,1305,309502 ,,156337.506,114203.497,165165,159995,5170
1769784688390,23392256,217.900000,1547,0,363,916,100119 ,,205245.646,116419.927,166777,161556,5221
1769784689446,23396352,220.020000,1548,0,363,867,41569 ,,707981.687,130837.811,168400,163129,5271
1769784690502,23396352,222.170000,1548,0,383,5359,2245490 ,,172176.694,114307.244,170030,164702,5328
1769784691545,23396352,224.330000,1548,0,372,3116,737004 ,,129681.919,122206.082,171621,166246,5375
1769784692586,23396352,226.440000,1548,0,373,1282,392327 ,,120140.074,116559.521,173224,167793,5431
1769784693630,23396352,228.560000,1548,0,382,20813,2049744 ,,103393.644,111993.255,174785,169306,5479
1769784694677,23396352,230.640000,1548,0,363,803,34868 ,,122132.320,114882.552,176395,170867,5528
1769784695719,23396352,232.780000,1548,0,382,1056,237087 ,,131066.119,120122.434,177994,172417,5577
1769784696762,23412736,234.900000,1552,0,372,5454,1918798 ,,456802.209,119927.240,179582,173955,5627
1769784697804,23396352,237.010000,1552,0,373,13586,2300875 ,,1261901.459,124132.150,181180,175492,5688
1769784698846,23396352,239.100000,1552,0,402,1790,895460 ,,433393.272,122872.573,182772,177034,5738
1769784699890,23396352,241.220000,1552,0,382,2906,1128106 ,,306250.850,121668.865,184377,178587,5790
1769784700932,23396352,243.330000,1552,0,373,3532,1844469 ,,319030.109,116388.188,185975,180133,5842
1769784701976,23396352,245.450000,1552,0,393,35003,3096806 ,,345973.602,112180.795,187535,181623,5912
1769784703020,23396352,247.520000,1552,0,403,49996,2743954 ,,519591.184,119452.488,189045,183052,5993
1769784704067,23429120,249.540000,1560,0,383,2264,1460169 ,,134240.120,116034.557,190660,184615,6045
1769784705111,23429120,251.660000,1560,0,383,802,6444 ,,169358.528,119316.621,192263,186167,6096
1769784706154,23396352,253.790000,1560,0,383,2974,982534 ,,1005237.049,116881.363,193870,187720,6150
1769784707197,23396352,255.920000,1560,0,392,2488,981201 ,,268134.960,118027.179,195472,189270,6202
1769784708245,23396352,258.030000,1560,0,402,3695,1265293 ,,295627.445,117091.441,197068,190813,6255
1769784709287,23396352,260.160000,1560,0,383,3172,2370004 ,,258587.453,116775.362,198652,192352,6300
1769784710328,23396352,262.280000,1560,0,373,1412,576412 ,,170552.311,118664.375,200242,193890,6352
1769784711373,23445504,264.390000,1572,0,383,62789,3299256 ,,636136.566,121005.013,201765,195335,6430
1769784712416,23445504,266.430000,1572,0,383,6980,1726127 ,,413670.941,119241.898,203359,196872,6487
1769784713463,23396352,268.540000,1572,0,392,1086,233079 ,,727471.365,116849.676,204956,198414,6542
1769784714506,23396352,270.680000,1572,0,383,876,20480 ,,241515.418,121286.715,206571,199976,6595
1769784715549,23396352,272.800000,1572,0,383,5898,2230672 ,,173130.698,114910.893,208160,201513,6647
1769784716591,23396352,274.900000,1572,0,393,765,4630 ,,672215.710,116146.449,209769,203073,6696
1769784717634,23396352,277.030000,1572,0,372,2639,1910824 ,,786745.911,131449.012,211373,204622,6751
1769784718678,23441408,279.150000,1583,0,363,1388,303110 ,,390792.149,114909.618,212963,206162,6801
1769784719723,23441408,281.250000,1583,0,382,811,10752 ,,429755.889,116080.081,214572,207717,6855
1769784720768,23396352,283.380000,1583,0,363,1787,683523 ,,601939.529,120872.836,216179,209276,6903
1769784721810,23396352,285.500000,1583,0,383,21055,2375815 ,,514092.585,123534.582,217765,210799,6966
1769784722858,23396352,287.580000,1583,0,392,820,6093 ,,164140.666,115759.782,219370,212354,7016
1769784723899,23396352,289.720000,1583,0,373,2946,2203292 ,,556061.445,120876.281,220960,213895,7065
1769784724943,23396352,291.830000,1583,0,383,805,9369 ,,183418.198,119515.126,222568,215452,7116
1769784725987,23445504,293.970000,1595,0,392,818,5963 ,,158015.542,115879.597,224162,216993,7169
1769784727031,23445504,296.090000,1595,0,383,1449,661121 ,,248937.964,116374.393,225780,218560,7220
1769784728074,23396352,298.210000,1595,0,382,2634,1067442 ,,902716.519,128823.278,227371,220101,7270
1769784729119,23396352,300.320000,1595,0,382,809,6544 ,,236850.049,124778.241,228981,221658,7323
1769784730162,23396352,302.450000,1595,0,383,907,104828 ,,216122.936,115821.311,230584,223209,7375
1769784731206,23396352,304.580000,1595,0,382,797,10151 ,,202577.347,116265.998,232187,224761,7426
1769784732256,23396352,306.700000,1595,0,393,800,10431 ,,712226.571,122495.678,233806,226331,7475
1769784733300,23445504,308.850000,1607,0,363,1786,812054 ,,396050.110,116035.766,235407,227879,7528
1769784734346,23445504,310.960000,1607,0,392,804,8478 ,,286405.539,117073.827,237030,229452,7578
1769784735387,23396352,313.100000,1607,0,393,833,34987 ,,570495.859,126376.450,238623,230994,7629
1769784736431,23396352,315.220000,1607,0,372,806,9140 ,,129768.829,121516.315,240215,232535,7680
1769784737473,23396352,317.330000,1607,0,373,2713,1358147 ,,181881.317,116002.485,241824,234092,7732
1769784738516,23396352,319.440000,1607,0,362,2620,1813661 ,,810099.565,117566.387,243424,235641,7783
1769784739561,23396352,321.560000,1607,0,383,2388,1188329 ,,122845.277,117048.676,245026,237193,7833
1769784740603,23445504,323.690000,1619,0,393,2367,1180174 ,,795998.937,122833.021,246634,238749,7885
1769784741646,23445504,325.790000,1619,0,373,1042,209775 ,,275133.613,120337.522,248246,240305,7941
1769784742691,23445504,327.920000,1619,0,383,849,23876 ,,404922.079,116209.752,249849,241858,7991
1769784743733,23396352,330.050000,1619,0,382,874,81796 ,,392543.866,119111.201,251452,243406,8046
1769784744777,23396352,332.170000,1619,0,372,797,5292 ,,582120.782,117081.530,253050,244951,8099
1769784745818,23396352,334.300000,1619,0,372,3423,1361553 ,,977518.277,130048.129,254661,246506,8155
1769784746859,23396352,336.410000,1619,0,382,1532,736352 ,,324738.579,119405.528,256256,248051,8205
1769784747901,23396352,338.520000,1619,0,383,3516,2189616 ,,314418.974,116047.833,257846,249578,8268
1769784748944,23396352,340.620000,1619,0,363,1832,1029622 ,,315196.530,117669.700,259441,251122,8319
1769784749987,23396352,342.740000,1619,0,403,1324,486724 ,,158677.822,117226.495,261041,252667,8374
1769784751044,23396352,344.850000,1619,0,383,983,145003 ,,153926.543,118507.329,262663,254237,8426
1769784752085,23396352,347.020000,1619,0,372,821,11103 ,,445975.571,124873.659,264258,255780,8478
1769784753131,23396352,349.140000,1619,0,372,801,23757 ,,145817.268,119151.648,265862,257333,8529
1769784754174,23396352,351.260000,1619,0,383,3258,2514635 ,,231547.988,122219.225,267477,258894,8583
1769784755219,23396352,353.390000,1619,0,382,7099,1885585 ,,1009629.625,115938.115,269073,260438,8635
1769784756263,23396352,355.500000,1619,0,393,6638,1599370 ,,286232.401,115668.051,270657,261965,8692
1769784757309,23396352,357.610000,1619,0,392,6966,2409758 ,,216419.336,115890.785,272249,263500,8749
1769784758352,23396352,359.740000,1619,0,382,2321,1419723 ,,554202.708,125576.927,273862,265059,8803
1769784759393,23396352,361.850000,1619,0,383,1642,563307 ,,232639.063,118902.852,275453,266594,8859
1769784760439,23396352,363.960000,1619,0,373,2693,1795116 ,,629789.102,116222.913,277055,268144,8911
1769784761482,23396352,366.100000,1619,0,382,3402,1432416 ,,321685.630,118222.338,278625,269664,8961
1769784762525,23396352,368.220000,1619,0,362,949,13848 ,,733428.330,126293.732,280209,271195,9014
1769784763569,23396352,370.340000,1619,0,392,922,21603 ,,299972.893,120941.099,281804,272742,9062
1769784764612,23396352,372.460000,1619,0,392,918,6835 ,,171203.162,118523.644,283384,274273,9111
1769784765657,23396352,374.590000,1619,0,382,2048,1141712 ,,153252.518,117104.146,284986,275823,9163
1769784766702,23396352,376.710000,1619,0,393,934,5753 ,,536606.570,116454.607,286573,277361,9212
1769784767746,23396352,378.830000,1619,0,403,924,5462 ,,686387.451,116863.125,288171,278908,9263
1769784768787,23396352,380.960000,1619,0,383,834,5973 ,,317222.232,118765.354,289769,280457,9312
1769784769830,23396352,383.080000,1619,0,402,5719,1705568 ,,802072.157,126916.364,291346,281982,9364
1769784770873,23396352,385.180000,1619,0,382,1828,612590 ,,457043.398,120869.261,292931,283515,9416
1769784771918,23396352,387.300000,1619,0,392,4951,2301105 ,,181085.630,117048.720,294515,285047,9468
1769784772962,23396352,389.430000,1619,0,392,2219,1477151 ,,181075.439,116498.076,296104,286587,9517
1769784774006,23396352,391.540000,1619,0,373,4690,2387196 ,,252769.345,121574.064,297714,288142,9572
1769784775047,23396352,393.660000,1619,0,403,1019,230745 ,,853991.022,121881.299,299314,289692,9622
1769784776094,23396352,395.780000,1619,0,372,822,10572 ,,202874.624,118339.710,300918,291247,9671
1769784777136,23396352,397.910000,1619,0,653,1407,138111 ,,711917.258,124557.286,302528,292803,9725
1769784778178,23396352,400.020000,1619,0,633,1241,19949 ,,308413.838,116791.979,304151,294372,9779
1769784779222,23396352,402.130000,1619,0,643,2317,1052685 ,,171385.368,116696.677,305752,295924,9828
1769784780264,23396352,404.260000,1619,0,383,1122,16553 ,,188838.089,117612.178,307352,297475,9877
1769784781312,23396352,406.370000,1619,0,382,4913,1510553 ,,157689.990,114449.657,308932,299000,9932
1769784782365,23396352,408.490000,1619,0,382,10637,2612909 ,,653020.924,120199.939,310524,300538,9986
1769784783421,23396352,410.620000,1619,0,393,868,7436 ,,289754.982,119274.225,312158,302120,10038
1769784784477,23396352,412.780000,1619,0,392,834,5482 ,,174455.490,118903.709,313792,303705,10087
1769784785533,23396352,414.940000,1619,0,383,4077,1369318 ,,151297.905,115566.147,315403,305258,10145
1769784786589,23396352,417.090000,1619,0,392,855,6585 ,,396814.348,117187.835,317019,306823,10196
1769784787645,23396352,419.250000,1619,0,392,1455,608172 ,,1257332.506,130195.425,318643,308397,10246
1769784788688,23396352,421.400000,1619,0,363,4022,1485837 ,,305214.094,119614.064,320239,309946,10293
1769784789745,23396352,423.520000,1619,0,392,3058,1380019 ,,385149.712,116347.644,321859,311511,10348
1769784790800,23396352,425.680000,1619,0,402,1846,760918 ,,461553.561,118984.323,323484,313082,10402
1769784791857,23396352,427.830000,1619,0,402,2251,641524 ,,594990.056,117150.886,325103,314647,10456
1769784792913,23396352,429.980000,1619,0,402,1342,449755 ,,856682.889,124939.922,326710,316208,10502
1769784793956,23396352,432.150000,1619,0,373,838,7706 ,,211563.984,124994.156,328305,317746,10559
1769784795001,23396352,434.270000,1619,0,383,1030,203484 ,,198346.239,115978.084,329930,319303,10627
1769784796057,23396352,436.380000,1619,0,402,890,21683 ,,639677.899,117122.469,331567,320886,10681
1769784797108,23396352,438.550000,1619,0,373,3629,892355 ,,491031.917,116114.262,333183,322453,10730
1769784798150,23396352,440.700000,1619,0,373,866,5913 ,,856802.714,131831.738,334783,324002,10781
1769784799192,23396352,442.810000,1619,0,382,832,3930 ,,282183.790,115982.914,336377,325546,10831
1769784800233,23396352,444.930000,1619,0,393,2626,1827116 ,,121943.348,115344.439,337991,327108,10883
1769784801276,23396352,447.040000,1619,0,413,4667,1396319 ,,577502.183,117434.425,339581,328649,10932
1769784802317,23400448,449.160000,1620,0,382,5265,1382083 ,,744864.875,126556.358,341168,330183,10985
1769784803359,23400448,451.270000,1620,0,363,2149,1241088 ,,443318.908,120421.990,342755,331721,11034
1769784804403,23400448,453.400000,1620,0,382,4576,1916063 ,,261391.354,116555.970,344339,333260,11079
1769784805446,23400448,455.520000,1620,0,393,1072,135466 ,,375417.054,119439.849,345915,334782,11133
1769784806489,23396352,457.630000,1620,0,403,938,16853 ,,259854.291,116640.248,347494,336312,11182
1769784807533,23396352,459.750000,1620,0,373,931,9289 ,,210615.527,116647.289,349085,337846,11239
1769784808575,23396352,461.890000,1620,0,392,5627,1383916 ,,279065.863,118049.909,350654,339365,11289
1769784809618,23408640,464.000000,1623,0,392,2202,968607 ,,951093.472,130236.618,352234,340892,11342
1769784810661,23408640,466.120000,1623,0,373,3248,2402956 ,,329006.999,116898.403,353850,342457,11393
1769784811703,23408640,468.240000,1623,0,373,800,10592 ,,214421.564,117262.903,355455,344012,11443
1769784812746,23408640,470.360000,1623,0,392,1136,326554 ,,318325.225,124447.328,357068,345571,11497
1769784813788,23408640,472.470000,1623,0,372,764,5312 ,,142847.608,115843.350,358672,347123,11549
1769784814830,23396352,474.580000,1623,0,383,15204,3149425 ,,878516.594,118952.274,360239,348630,11609
1769784815872,23396352,476.690000,1623,0,382,1472,309232 ,,258732.854,118261.832,361814,350154,11660
1769784816914,23425024,478.820000,1630,0,383,5154,2222216 ,,366138.644,116093.583,363393,351679,11714
1769784817957,23425024,480.920000,1630,0,392,969,13898 ,,391918.294,116488.438,364978,353213,11765
1769784818999,23396352,483.050000,1630,0,373,947,171293 ,,348014.376,116214.961,366573,354760,11813
1769784820042,23396352,485.170000,1630,0,372,806,6213 ,,457184.283,118639.201,368164,356301,11863
1769784821085,23396352,487.290000,1630,0,383,3630,1521714 ,,790537.668,124616.634,369745,357828,11917
1769784822128,23396352,489.400000,1630,0,393,16957,2334347 ,,696103.841,122279.938,371314,359340,11974
1769784823171,23396352,491.500000,1630,0,362,786,13847 ,,237140.917,119912.766,372915,360892,12023
1769784824213,23433216,493.630000,1639,0,383,3666,2487544 ,,122922.796,118650.358,374503,362430,12073
1769784825258,23433216,495.730000,1639,0,372,1029,260109 ,,234784.922,116159.058,376116,363996,12120
1769784826299,23433216,497.870000,1639,0,372,780,10252 ,,860602.172,117005.415,377717,365549,12168
1769784827342,23420928,499.980000,1639,0,382,803,29437 ,,307282.696,118030.645,379320,367102,12218
1769784828397,23396352,502.100000,1639,0,402,9177,2248486 ,,385670.533,120116.599,380920,368650,12270
1769784829439,23396352,504.240000,1639,0,373,876,4100 ,,567580.243,119689.464,382513,370197,12316
1769784830483,23396352,506.360000,1639,0,353,817,11253 ,,491639.867,121722.702,384120,371751,12369
1769784831528,23449600,508.490000,1652,0,352,873,3458 ,,402207.490,116605.163,385711,373293,12418
1769784832571,23449600,510.610000,1652,0,382,3154,707247 ,,712370.080,125097.274,387296,374830,12466
1769784833614,23449600,512.740000,1652,0,382,914,7206 ,,772040.010,119890.467,388870,376353,12517
1769784834657,23449600,514.850000,1652,0,402,1006,94839 ,,514209.464,127476.583,390446,377881,12565
1769784835702,23449600,516.970000,1652,0,373,1885,1030674 ,,448299.721,117678.390,392035,379416,12619
1769784836745,23396352,519.090000,1652,0,383,1734,470303 ,,690468.200,127249.684,393612,380945,12667
1769784837788,23396352,521.220000,1652,0,402,964,12415 ,,167898.202,123352.979,395200,382480,12720
1769784838830,23449600,523.340000,1665,0,382,1643,737133 ,,109694.977,115001.328,396791,384021,12770
1769784839872,23449600,525.450000,1665,0,393,900,5413 ,,695291.125,118179.186,398378,385561,12817
1769784840915,23425024,527.580000,1665,0,393,999,42011 ,,419174.481,116947.645,399977,387108,12869
1769784841958,23420928,529.700000,1665,0,382,5028,1420665 ,,620709.996,125103.828,401558,388633,12925
1769784843002,23396352,531.810000,1665,0,383,801,5733 ,,308098.776,120159.088,403157,390183,12974
1769784844044,23396352,533.940000,1665,0,433,839,4430 ,,244409.960,117431.052,404742,391716,13026
1769784845087,23396352,536.060000,1665,0,383,10758,2229271 ,,157553.021,117620.382,406324,393245,13079
1769784846129,23449600,538.160000,1678,0,393,5817,1997957 ,,121187.767,114102.037,407911,394775,13136
1769784847172,23449600,540.250000,1678,0,372,4933,1157782 ,,172499.857,116095.331,409518,396330,13188
1769784848215,23396352,542.380000,1678,0,393,3535,1316710 ,,541210.248,125032.222,411106,397868,13238
1769784849260,23396352,544.480000,1678,0,382,3983,1904311 ,,123324.874,119717.652,412700,399410,13290
1769784850302,23396352,546.600000,1678,0,392,12854,2378951 ,,142005.838,114451.679,414275,400930,13345
1769784851345,23396352,548.680000,1678,0,603,1225,15431 ,,966867.761,114795.928,415861,402455,13406
1769784852387,23396352,550.790000,1678,0,663,1212,6364 ,,618190.394,126447.206,417482,404026,13456
1769784853429,23449600,552.900000,1691,0,643,1315,100260 ,,363541.443,116617.992,419091,405582,13509
1769784854471,23449600,555.020000,1691,0,614,1242,33194 ,,492971.419,121155.139,420712,407147,13565
1769784855513,23396352,557.140000,1691,0,673,1203,8327 ,,376312.101,118177.430,422321,408707,13614
1769784856555,23396352,559.250000,1691,0,383,1070,13177 ,,261313.645,119341.472,423932,410265,13667
1769784857601,23396352,561.370000,1691,0,382,1048,291037 ,,341738.655,116617.792,425533,411813,13720
1769784858657,23396352,563.500000,1691,0,403,982,123053 ,,122727.834,115157.824,427163,413389,13774
1769784859714,23396352,565.660000,1691,0,412,875,7436 ,,908142.390,119103.357,428786,414961,13825
1769784860770,23453696,567.820000,1705,0,392,11849,1995041 ,,659423.005,124116.068,430390,416510,13880
1769784861813,23453696,569.960000,1705,0,403,2603,1295239 ,,332468.663,119828.563,432010,418076,13934
1769784862869,23396352,572.070000,1705,0,403,869,12406 ,,266954.159,117680.889,433639,419652,13987
1769784863926,23396352,574.240000,1705,0,373,1784,961815 ,,254062.000,117256.981,435270,421229,14041
1769784864982,23396352,576.400000,1705,0,392,1954,1111505 ,,661553.465,122960.169,436891,422796,14095
1769784866038,23396352,578.550000,1705,0,383,1917,1083964 ,,596545.070,120083.649,438512,424366,14146
1769784867095,23396352,580.720000,1705,0,402,1612,724870 ,,272035.701,118242.653,440162,425965,14197
1769784868151,23396352,582.870000,1705,0,393,835,15682 ,,133586.051,115334.396,441785,427541,14244
1769784869207,23396352,585.040000,1705,0,372,876,10742 ,,963533.974,127017.338,443419,429122,14297
1769784870251,23396352,587.200000,1705,0,392,846,5452 ,,391151.389,119848.849,445005,430657,14348
1769784871294,23396352,589.310000,1705,0,373,960,18497 ,,403074.060,118393.897,446584,432187,14397
1769784872335,23396352,591.440000,1705,0,382,2026,1120923 ,,331274.557,129952.369,448153,433707,14446
1769784873378,23396352,593.560000,1705,0,383,2039,1125983 ,,572106.573,116047.154,449747,435246,14501
1769784874422,23396352,595.690000,1705,0,372,898,4701 ,,343288.773,121517.463,451334,436787,14547
1769784875467,23396352,597.810000,1705,0,373,968,7376 ,,350318.008,120267.606,452917,438320,14597
1769784876509,23396352,599.930000,1705,0,373,1157,195338 ,,372732.450,116110.063,454503,439851,14652
1769784877550,23396352,602.050000,1705,0,373,960,43955 ,,235591.641,116876.134,456075,441372,14703
1769784878591,23396352,604.170000,1705,0,393,1878,524595 ,,232090.973,117168.030,457657,442903,14754
1769784879632,23396352,606.280000,1705,0,383,933,8829 ,,157562.571,116015.748,459244,444442,14802
1769784880674,23396352,608.400000,1705,0,373,4473,1948374 ,,855097.536,115838.426,460815,445965,14850
1769784881716,23396352,610.510000,1705,0,372,2194,1319064 ,,566796.669,129870.287,462404,447506,14898
1769784882761,23396352,612.640000,1705,0,383,4446,1178130 ,,321372.399,116547.151,464018,449067,14951
1769784883804,23396352,614.750000,1705,0,373,9078,2371657 ,,325760.615,115723.211,465593,450591,15002
1769784884845,23396352,616.860000,1705,0,403,26094,2367129 ,,786579.170,123815.619,467156,452087,15069
1769784885889,23396352,618.940000,1705,0,382,2930,2178395 ,,124096.826,120602.734,468755,453633,15122
1769784886932,23396352,621.050000,1705,0,383,851,29928 ,,229251.285,115673.524,470352,455180,15172
1769784887975,23396352,623.170000,1705,0,383,809,10171 ,,398548.165,115693.434,471959,456740,15219
1769784889019,23396352,625.290000,1705,0,363,1569,759365 ,,735730.808,118903.783,473554,458285,15269
1769784890065,23396352,627.420000,1705,0,372,824,32533 ,,313658.080,115951.649,475163,459842,15321
1769784891108,23396352,629.550000,1705,0,373,7990,2666259 ,,772370.357,127565.357,476766,461392,15374
1769784892149,23396352,631.650000,1705,0,372,7252,2248856 ,,264214.481,119298.671,478353,462925,15428
1769784893191,23396352,633.760000,1705,0,383,4602,2159670 ,,346524.823,116892.804,479932,464456,15476
1769784894233,23396352,635.870000,1705,0,392,3367,1408001 ,,607803.369,115528.088,481522,465998,15524
1769784895275,23396352,637.960000,1705,0,392,2736,1841413 ,,408004.454,115861.902,483115,467541,15574
1769784896321,23396352,640.080000,1705,0,383,9801,2395552 ,,730750.506,127802.992,484721,469096,15625
1769784897364,23396352,642.200000,1705,0,372,7083,1754079 ,,354188.650,120372.827,486296,470623,15673
1769784898408,23396352,644.300000,1705,0,383,1043,112523 ,,296735.740,117612.771,487875,472152,15723
1769784899463,23396352,646.430000,1705,0,342,16982,2300093 ,,267923.307,117664.253,489453,473676,15777
1769784900505,23396352,648.570000,1705,0,393,1529,696417 ,,418347.384,118135.774,491051,475221,15830
1769784901548,23396352,650.680000,1705,0,392,951,6223 ,,319430.647,117608.604,492647,476763,15884
1769784902591,23396352,652.810000,1705,0,393,958,17746 ,,655198.685,126142.512,494227,478294,15933
1769784903636,23396352,654.930000,1705,0,402,1093,212841 ,,721984.585,130392.252,495800,479819,15981
1769784904679,23396352,657.050000,1705,0,402,14433,2362700 ,,153581.140,114842.094,497381,481348,16033
1769784905723,23396352,659.140000,1705,0,382,835,5602 ,,584171.414,121477.121,498988,482900,16088
1769784906764,23396352,661.270000,1705,0,373,1674,762591 ,,461821.865,117565.174,500583,484446,16137
1769784907806,23396352,663.380000,1705,0,382,4275,1882500 ,,249824.900,116606.117,502167,485975,16192
1769784908848,23396352,665.490000,1705,0,402,1340,575320 ,,336494.909,116681.433,503747,487503,16244
1769784909892,23396352,667.600000,1705,0,382,1582,786506 ,,332437.289,115727.214,505339,489035,16304
1769784910933,23396352,669.720000,1705,0,393,15542,2790502 ,,190102.819,116276.873,506909,490554,16355
1769784911976,23396352,671.820000,1705,0,393,6514,2186269 ,,1102701.925,129253.746,508504,492096,16408
1769784913020,23396352,673.920000,1705,0,393,2865,1941250 ,,400411.518,116446.226,510114,493653,16461
1769784914062,23396352,676.050000,1705,0,603,2436,647626 ,,316135.573,119589.076,511720,495203,16517
1769784915109,23396352,678.150000,1705,0,393,9440,2340799 ,,350722.112,116088.173,513317,496745,16572
1769784916151,23396352,680.260000,1705,0,402,4191,1311981 ,,457354.595,124116.629,514921,498294,16627
1769784917192,23396352,682.380000,1705,0,392,14870,2300143 ,,632225.487,118994.693,516493,499816,16677
1769784918234,23396352,684.480000,1705,0,393,12246,3220367 ,,354620.372,117249.191,518079,501352,16727
1769784919282,23396352,686.570000,1705,0,373,2177,1011839 ,,459600.158,116626.776,519696,502917,16779
1769784920324,23396352,688.700000,1705,0,383,5066,1813981 ,,759471.524,127703.898,521288,504457,16831
1769784921367,23396352,690.820000,1705,0,393,3000,1382173 ,,124924.477,117100.703,522885,506003,16882
1769784922412,23396352,692.930000,1705,0,373,789,5412 ,,400890.188,120360.850,524486,507550,16936
1769784923455,23396352,695.050000,1705,0,393,3238,1375440 ,,402349.642,116640.557,526096,509108,16988
1769784924499,23396352,697.170000,1705,0,383,1530,763754 ,,558497.420,116623.336,527698,510657,17041
1769784925543,23396352,699.290000,1705,0,402,1864,1096356 ,,803310.105,129053.534,529296,512206,17090
1769784926584,23396352,701.420000,1705,0,372,843,6364 ,,319352.186,120651.648,530887,513745,17142
1769784927627,23396352,703.530000,1705,0,373,899,30679 ,,205105.207,117060.092,532478,515285,17193
1769784928675,23396352,705.660000,1705,0,403,884,40318 ,,161012.196,117183.404,534087,516836,17251
1769784929718,23404544,707.790000,1707,0,393,2663,1848546 ,,137185.034,115831.547,535679,518376,17303
1769784930760,23404544,709.920000,1707,0,402,825,9610 ,,518325.797,125826.143,537278,519924,17354
1769784931802,23396352,712.030000,1707,0,393,48287,2576321 ,,433475.303,119020.843,538835,521413,17422
1769784932845,23396352,714.100000,1707,0,402,2982,1857874 ,,205850.523,121869.059,540445,522967,17478
1769784933890,23396352,716.210000,1707,0,372,774,12406 ,,147652.997,116552.289,542046,524515,17531
1769784934936,23396352,718.320000,1707,0,382,4398,2269926 ,,901032.248,116028.959,543656,526071,17585
1769784935981,23396352,720.460000,1707,0,382,1006,50406 ,,249403.485,116627.095,545254,527615,17639
1769784937025,23416832,722.570000,1712,0,393,2455,1149396 ,,316309.394,116879.511,546877,529183,17694
1769784938066,23416832,724.680000,1712,0,653,1183,7396 ,,301662.241,116760.432,548497,530749,17748
1769784939108,23396352,726.810000,1712,0,373,3518,1378266 ,,451963.368,115671.637,550097,532303,17794
1769784940151,23396352,728.920000,1712,0,392,799,16603 ,,1070833.710,132472.275,551699,533850,17849
1769784941191,23396352,731.040000,1712,0,383,2034,1263080 ,,463611.738,116705.413,553301,535402,17899
1769784942234,23396352,733.150000,1712,0,383,851,23756 ,,566531.605,120700.984,554902,536948,17954
1769784943277,23396352,735.270000,1712,0,383,3247,1076108 ,,643063.049,117794.831,556495,538493,18002
1769784944332,23433216,737.390000,1721,0,383,5742,2298680 ,,524970.113,117126.687,558126,540064,18062
1769784945374,23433216,739.530000,1721,0,403,4970,1898029 ,,988924.061,124155.522,559701,541588,18113
1769784946422,23396352,741.650000,1721,0,393,5901,2296036 ,,1371293.912,146862.876,561284,543115,18169
1769784947465,23396352,743.790000,1721,0,382,5265,1781190 ,,910621.286,129757.797,562853,544631,18222
1769784948508,23396352,745.890000,1721,0,383,929,5903 ,,210678.254,121795.070,564448,546165,18283
1769784949549,23396352,748.020000,1721,0,383,2676,897154 ,,188606.987,120004.027,566025,547694,18331
1769784950591,23396352,750.130000,1721,0,382,1095,263486 ,,143501.991,118057.137,567602,549218,18384
1769784951635,23445504,752.260000,1733,0,383,791,8327 ,,328486.778,117179.852,569194,550759,18435
1769784952678,23396352,754.370000,1733,0,383,1629,826831 ,,295462.229,116418.906,570796,552309,18487
1769784953730,23396352,756.490000,1733,0,393,9781,2299792 ,,271176.126,120885.983,572411,553864,18547
1769784954786,23396352,758.620000,1733,0,383,2997,1053026 ,,502210.755,128614.510,574038,555437,18601
1769784955842,23396352,760.770000,1733,0,373,2381,1566387 ,,361376.424,118818.412,575661,557009,18652
1769784956899,23396352,762.920000,1733,0,392,10553,1906205 ,,269454.559,115008.114,577274,558573,18701
